source_aits_name,sentence,L1
61_Net_Zero_Economy_Authority,"AI must be used in a manner consistent with the APS Values, Employment Principals and Code of Conduct.",Compliance with AI regulations and policies
61_Net_Zero_Economy_Authority,"The Authority will not use AI in any way that members of the public may directly interact with, or be significantly impacted by, without a human intermediary or intervention.",AI usage patterns
61_Net_Zero_Economy_Authority,"The Authority provides guidance to staff, including training in AI government fundamentals, to help understand the compliance and governance arrangements and the requirement to adhere to both internal and external policies.",Compliance with AI regulations and policies
61_Net_Zero_Economy_Authority,"The Authority is dedicated to fostering public trust by ensuring AI-driven processes remain ethical, responsible, and aligned with the interests of the Australian Government while still being able to harness AI technologies.",Intention of AI
61_Net_Zero_Economy_Authority,For further information on PM&C’s AI governance and transparency please contact Help-ITServiceDesk@pmc.gov.au .,Contact
62_Commonwealth_Scientific_and_Industrial_Research_Organisation,This statement explains how CSIRO uses artificial intelligence (AI) responsibly and ethically.,General introduction
62_Commonwealth_Scientific_and_Industrial_Research_Organisation,"It outlines our principles, how we govern AI use, and our commitment to transparency, safety and continuous improvement.",Compliance with AI regulations and policies
62_Commonwealth_Scientific_and_Industrial_Research_Organisation,"CSIRO adopts the Australian Government’s Policy for the Responsible Use of AI in Government, applying the Digital Transformation Agency’s framework to ensure our AI practices remain safe, ethical and transparent.",Compliance with AI regulations and policies
62_Commonwealth_Scientific_and_Industrial_Research_Organisation,"CSIRO has been using AI for many years in the form of machine learning, to support scientific discovery.",AI usage domains
62_Commonwealth_Scientific_and_Industrial_Research_Organisation,CSIRO is committed to responsibly expanding its use of AI to improve operational efficiency and support future scientific developments.,Intention of AI
62_Commonwealth_Scientific_and_Industrial_Research_Organisation,"Planned initiatives include applying AI tools to streamline administrative and data heavy workflows, reduce manual processing times, strengthen data analysis for enhanced insights, and develop digital interfaces using natural language processing to make internal information more accessible.",AI usage patterns
62_Commonwealth_Scientific_and_Industrial_Research_Organisation,"CSIRO uses AI to deliver the science Australians need for the nation they want – productive, sustainable, healthy and secure.",Intention of AI
62_Commonwealth_Scientific_and_Industrial_Research_Organisation,We also use AI to improve our organisational efficiency.,AI usage patterns
62_Commonwealth_Scientific_and_Industrial_Research_Organisation,"Our approach is guided by Australia’s AI Ethics Principles, including: Human, societal and environmental wellbeing.",Compliance with AI regulations and policies
62_Commonwealth_Scientific_and_Industrial_Research_Organisation,Human centred values.,EMPTY
31_Department_of_Finance,Fairness.,EMPTY
31_Department_of_Finance,Privacy protection and security.,Compliance with AI regulations and policies
31_Department_of_Finance,Reliability and safety.,Impact to the public
31_Department_of_Finance,Transparency and explainability.,Compliance with AI regulations and policies
31_Department_of_Finance,Contestability.,EMPTY
14_Department_of_Climate_Change_Energy_the_Environment_and_Water,Accountability.,EMPTY
62_Commonwealth_Scientific_and_Industrial_Research_Organisation,"All AI use at CSIRO, whether in research or enterprise operations, is subject to human oversight.",Monitoring measures
62_Commonwealth_Scientific_and_Industrial_Research_Organisation,"Outputs are reviewed by qualified personnel to ensure accuracy and appropriateness, commonly referred to as ‘human-in-the-loop’ (HITL) governance.",Monitoring measures
62_Commonwealth_Scientific_and_Industrial_Research_Organisation,CSIRO's Chief Digital Officer is the designated accountable official for AI use at CSIRO.,Compliance with AI regulations and policies
62_Commonwealth_Scientific_and_Industrial_Research_Organisation,CSIRO applies AI across both research and enterprise domains.,AI usage domains
